Name,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
Honda Amaze S i-Dtech,Kolkata,50000,Diesel,Manual,First,1498.0,98.6,5.0,3.25,Honda,Amaze,7,25.8
Skoda Laura Ambiente,Hyderabad,113000,Diesel,Manual,First,1896.0,106.0,5.0,4.5,Skoda,Laura,12,17.5
Renault Duster 85PS Diesel RxL,Delhi,90000,Diesel,Manual,First,1461.0,83.8,5.0,5.35,Renault,Duster,6,19.87
Mahindra NuvoSport N6,Chennai,29000,Diesel,Manual,Second,1493.0,100.0,7.0,6.5,Mahindra,NuvoSport,3,17.45
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,20000,Diesel,Manual,First,1248.0,88.5,5.0,9.0,Maruti,Vitara,4,24.3
Hyundai i20 Asta Option 1.2,Kochi,61012,Petrol,Manual,First,1197.0,81.83,5.0,6.0,Hyundai,i20,4,18.6
Skoda Fabia 1.4 MPI Ambiente,Jaipur,87459,Petrol,Manual,First,1390.0,85.0,5.0,2.75,Skoda,Fabia,11,14.7
Tata Indigo eCS GLX,Pune,70500,Petrol,Manual,First,1193.0,64.1,5.0,1.5,Tata,Indigo,10,15.64
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,64103,Diesel,Automatic,First,1968.0,174.33,5.0,19.9,Audi,Q3,5,15.73
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,76000,Petrol,Automatic,First,1798.0,177.5,5.0,10.0,Skoda,Octavia,6,14.7
Toyota Etios Liva GD SP,Delhi,104000,Diesel,Manual,First,1364.0,67.06,5.0,3.0,Toyota,Etios,6,23.59
Maruti Swift 1.3 VXi,Kolkata,42001,Petrol,Manual,First,,,,2.11,Maruti,Swift,10,16.1
Mercedes-Benz B Class B180,Kochi,37245,Petrol,Automatic,First,1595.0,120.7,5.0,11.96,Mercedes-Benz,B,6,14.8
Honda Amaze S Diesel,Kolkata,45000,Diesel,Manual,First,1498.0,98.6,5.0,3.25,Honda,Amaze,7,27.4
Hyundai Verna 1.6 SX,Jaipur,117837,Diesel,Manual,Second,1582.0,126.32,5.0,4.75,Hyundai,Verna,8,22.32
Renault Duster 85PS Diesel RxL Optional,Mumbai,30000,Diesel,Manual,First,1461.0,83.8,5.0,5.95,Renault,Duster,6,20.46
Hyundai Creta 1.6 VTVT S,Delhi,27057,Petrol,Manual,Second,1591.0,121.3,5.0,8.15,Hyundai,Creta,5,15.29
Maruti Wagon R AMT VXI,Mumbai,8500,Petrol,Automatic,First,998.0,67.0,5.0,4.22,Maruti,Wagon,4,20.51
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,30500,Petrol,Automatic,First,1796.0,186.0,5.0,10.5,Mercedes-Benz,New,10,11.74
Audi A8 L 3.0 TDI quattro,Delhi,56000,Diesel,Automatic,First,2967.0,,5.0,45.0,Audi,A8,8,11.8
Hyundai i10 Magna 1.1,Pune,44000,Petrol,Manual,Second,1086.0,68.05,5.0,2.9,Hyundai,i10,8,19.81
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,10500,Petrol,Automatic,First,1598.0,103.52,5.0,8.9,Skoda,Rapid,3,14.3
Skoda Superb Style 1.8 TSI AT,Hyderabad,26000,Petrol,Automatic,First,1798.0,177.46,5.0,26.0,Skoda,Superb,3,14.67
Hyundai i20 Active 1.2 SX,Coimbatore,25166,Petrol,Manual,First,1197.0,81.86,5.0,8.22,Hyundai,i20,2,17.19
Honda Amaze VX i-DTEC,Kolkata,64000,Diesel,Manual,Second,1498.0,98.6,5.0,3.5,Honda,Amaze,6,25.8
Maruti Wagon R LXI,Chennai,61000,Petrol,Manual,Second,998.0,67.1,5.0,1.25,Maruti,Wagon,16,18.9
Mahindra Verito 1.5 D4 BSIV,Hyderabad,107000,Diesel,Manual,First,1461.0,65.0,5.0,3.7,Mahindra,Verito,7,21.03
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,29161,Diesel,Automatic,First,2143.0,167.62,5.0,39.41,Mercedes-Benz,New,2,19.27
Maruti Wagon R VXI,Kolkata,32000,Petrol,Manual,First,998.0,67.04,5.0,2.65,Maruti,Wagon,7,22.5
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,46173,Diesel,Manual,Second,1461.0,108.5,5.0,8.92,Nissan,Terrano,5,19.01
Maruti Swift VDI BSIV,Delhi,47000,Diesel,Manual,First,1248.0,,5.0,4.1,Maruti,Swift,7,17.8
Mini Cooper Convertible S,Kochi,26327,Petrol,Automatic,First,1998.0,189.08,4.0,35.67,Mini,Cooper,3,16.82
Ford Figo Diesel,Bangalore,70436,Diesel,Manual,First,1498.0,99.0,,3.6,Ford,Figo,5,
Tata Indica V2 DLS BSII,Jaipur,200000,Diesel,Manual,Second,1396.0,53.5,5.0,0.85,Tata,Indica,13,17.2
Chevrolet Beat LT,Kochi,60813,Petrol,Manual,Second,1199.0,76.8,5.0,3.32,Chevrolet,Beat,4,18.6
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,45000,Diesel,Manual,First,1199.0,73.9,5.0,3.6,Volkswagen,Polo,8,22.07
Maruti Swift ZDi,Hyderabad,64000,Diesel,Manual,First,1248.0,74.0,5.0,6.8,Maruti,Swift,4,22.9
Ford Figo Diesel EXI,Kolkata,41284,Diesel,Manual,First,1399.0,68.05,5.0,2.5,Ford,Figo,8,20.0
Toyota Innova Crysta 2.8 GX AT,Kochi,14165,Diesel,Automatic,First,2755.0,171.5,7.0,19.64,Toyota,Innova,1,11.36
Hyundai Santa Fe 4x4 AT,Mumbai,67000,Diesel,Automatic,Second,2199.0,194.3,7.0,7.0,Hyundai,Santa,9,11.72
Honda City i-VTEC V,Kolkata,32572,Petrol,Manual,First,1497.0,117.3,5.0,3.87,Honda,City,9,17.4
Hyundai i20 1.2 Magna Executive,Kochi,14960,Petrol,Manual,First,1197.0,81.83,5.0,6.27,Hyundai,i20,2,18.6
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,55980,Diesel,Automatic,First,2143.0,167.62,5.0,18.12,Mercedes-Benz,New,5,19.27
Chevrolet Beat Diesel LT,Mumbai,74000,Diesel,Manual,First,936.0,57.6,5.0,2.65,Chevrolet,Beat,7,25.44
Hyundai i20 Sportz 1.4 CRDi,Kochi,56847,Diesel,Manual,First,1396.0,88.73,5.0,7.2,Hyundai,i20,5,22.54
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,121374,Diesel,Manual,First,2494.0,100.6,7.0,14.3,Toyota,Innova,5,12.99
Maruti Ertiga VDI,Chennai,52000,Diesel,Manual,First,1248.0,88.76,7.0,6.9,Maruti,Ertiga,7,20.77
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,118000,Diesel,Manual,First,2494.0,102.0,7.0,10.75,Toyota,Innova,6,12.8
Hyundai Santro Xing XO eRLX Euro II,Mumbai,72000,Petrol,Manual,Third,1086.0,,5.0,0.95,Hyundai,Santro,13,17.0
Honda City i VTEC V,Kochi,33915,Petrol,Manual,First,1497.0,117.3,5.0,8.09,Honda,City,4,17.8
BMW X1 sDrive20d,Ahmedabad,82002,Diesel,Automatic,First,1995.0,184.0,5.0,18.5,BMW,X1,6,17.05
Hyundai Grand i10 CRDi Era,Mumbai,33000,Diesel,Manual,First,1120.0,70.0,5.0,4.75,Hyundai,Grand,3,24.0
Maruti Ciaz 1.3 Alpha,Chennai,34000,Diesel,Manual,First,1248.0,88.5,5.0,8.45,Maruti,Ciaz,4,28.09
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,55000,Diesel,Manual,First,1598.0,103.6,5.0,3.5,Skoda,Rapid,8,20.5
Hyundai Accent CRDi,Kochi,160538,Diesel,Manual,First,1493.0,82.0,5.0,1.8,Hyundai,Accent,14,13.1
Volkswagen Polo GT 1.5 TDI,Jaipur,60000,Diesel,Manual,Second,1498.0,103.6,5.0,3.7,Volkswagen,Polo,6,19.91
Honda Jazz 1.2 VX i VTEC,Coimbatore,49575,Petrol,Manual,First,1199.0,88.7,5.0,7.17,Honda,Jazz,3,18.7
Hyundai i10 Era,Jaipur,83000,Petrol,Manual,First,1086.0,68.05,5.0,1.75,Hyundai,i10,10,19.81
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,51346,Diesel,Automatic,First,1995.0,183.0,5.0,21.99,Hyundai,Tucson,2,16.38
Toyota Innova Crysta 2.4 ZX MT,Pune,43000,Diesel,Manual,First,2393.0,147.8,7.0,18.65,Toyota,Innova,3,13.68
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,35000,Petrol,Manual,Third,796.0,35.0,5.0,1.85,Maruti,Omni,9,19.7
Maruti Swift VXI BSIV,Coimbatore,27872,Petrol,Manual,Second,1197.0,81.8,5.0,5.95,Maruti,Swift,3,20.4
Hyundai Grand i10 Magna,Mumbai,16514,Petrol,Manual,First,1197.0,82.0,5.0,3.75,Hyundai,Grand,6,18.9
Maruti Swift VDI,Pune,120000,Diesel,Manual,First,1248.0,74.0,5.0,3.75,Maruti,Swift,8,22.9
Hyundai Verna CRDi 1.6 SX,Hyderabad,143275,Diesel,Manual,First,1582.0,126.2,5.0,2.6,Hyundai,Verna,12,22.0
Hyundai Santro Xing XL,Hyderabad,99000,Petrol,Manual,First,1086.0,,5.0,1.75,Hyundai,Santro,14,
Hyundai i20 1.2 Sportz,Mumbai,52000,Petrol,Manual,First,1197.0,80.0,5.0,2.8,Hyundai,i20,10,17.0
Mercedes-Benz GLE 350d,Coimbatore,29819,Diesel,Automatic,First,2987.0,,5.0,61.29,Mercedes-Benz,GLE,3,11.57
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,57000,Diesel,Manual,Second,2148.0,170.0,5.0,18.0,Mercedes-Benz,New,6,15.8
Maruti Ritz ZDi,Hyderabad,88500,Diesel,Manual,First,1248.0,73.94,5.0,4.35,Maruti,Ritz,6,23.2
Hyundai Creta 1.6 CRDi SX,Bangalore,28000,Diesel,Manual,First,1582.0,126.2,5.0,13.75,Hyundai,Creta,4,19.67
Maruti A-Star Vxi,Pune,67000,Petrol,Manual,First,998.0,66.1,5.0,2.0,Maruti,A-Star,10,19.0
Renault Duster 110PS Diesel RXZ Option,Delhi,26000,Diesel,Manual,First,1461.0,108.45,5.0,10.0,Renault,Duster,4,19.64
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,120000,Diesel,Manual,First,1248.0,76.0,5.0,1.65,Fiat,Grande,10,17.8
BMW X3 xDrive30d M Sport,Coimbatore,51982,Diesel,Automatic,First,2993.0,,5.0,45.77,BMW,X3,3,16.55
Hyundai i10 Sportz,Bangalore,36000,Petrol,Manual,Second,1197.0,78.9,5.0,3.25,Hyundai,i10,10,20.36
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,47000,Diesel,Manual,First,2494.0,102.0,7.0,12.8,Toyota,Innova,4,12.8
Maruti Zen VXI BSII,Mumbai,60000,Petrol,Manual,Third,993.0,60.0,5.0,0.55,Maruti,Zen,18,17.3
Maruti Swift VDI,Hyderabad,31025,Diesel,Manual,First,1248.0,74.0,5.0,7.15,Maruti,Swift,2,28.4
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,105000,Diesel,Manual,Second,2179.0,120.0,8.0,7.0,Mahindra,Scorpio,7,12.05
Tata Zest Quadrajet 1.3 75PS XE,Pune,121900,Diesel,Manual,First,1248.0,74.0,5.0,3.75,Tata,Zest,3,22.95
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,22695,Petrol,Manual,First,999.0,123.24,5.0,8.5,Ford,EcoSport,3,18.88
Maruti Swift Dzire ZDI,Jaipur,73000,Diesel,Manual,First,1248.0,74.0,5.0,4.35,Maruti,Swift,8,23.4
Maruti Alto 800 LXI,Kochi,32227,Petrol,Manual,First,796.0,47.3,5.0,3.26,Maruti,Alto,4,22.74
Honda City 1.5 S MT,Jaipur,55000,Petrol,Manual,First,1497.0,118.0,5.0,4.21,Honda,City,9,17.0
Audi Q7 3.0 TDI Quattro Technology,Kochi,11287,Diesel,Automatic,First,2967.0,,7.0,70.36,Audi,Q7,2,12.07
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,48000,Diesel,Automatic,Second,1896.0,105.0,5.0,2.95,Skoda,Laura,11,17.0
Hyundai Verna 1.6 SX VTVT (O),Kochi,54308,Petrol,Manual,First,1591.0,121.3,5.0,4.28,Hyundai,Verna,8,17.1
Honda City 1.5 V AT,Jaipur,78442,Petrol,Automatic,First,1497.0,118.0,5.0,3.57,Honda,City,11,16.8
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,46000,Diesel,Manual,First,1396.0,88.8,5.0,3.11,Hyundai,i20,7,21.9
Hyundai i20 Sportz AT 1.4,Coimbatore,45051,Petrol,Automatic,First,1396.0,98.6,5.0,5.96,Hyundai,i20,6,15.0
Volkswagen Vento Diesel Highline,Hyderabad,69000,Diesel,Manual,First,1598.0,103.6,5.0,4.7,Volkswagen,Vento,9,20.54
Honda City i VTEC VX,Ahmedabad,49000,Petrol,Manual,First,1497.0,117.3,5.0,6.9,Honda,City,6,17.4
Tata Zest Quadrajet 1.3 75PS XE,Pune,45000,Diesel,Manual,First,1248.0,74.0,5.0,5.25,Tata,Zest,2,22.95
BMW 5 Series 2003-2012 520d,Pune,64000,Diesel,Automatic,First,1995.0,177.0,5.0,28.0,BMW,5,5,18.48
Maruti Wagon R LXI Minor,Delhi,60000,Petrol,Manual,First,1061.0,67.0,5.0,1.35,Maruti,Wagon,11,18.9
Honda Jazz VX,Delhi,62178,Petrol,Manual,First,1199.0,88.7,5.0,4.85,Honda,Jazz,5,18.2
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,58006,Diesel,Manual,First,1896.0,105.0,5.0,6.7,Volkswagen,Jetta,8,15.0
Hyundai i10 Magna 1.2,Hyderabad,74000,Petrol,Manual,First,1197.0,78.9,5.0,3.1,Hyundai,i10,10,20.36
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,77771,Diesel,Automatic,First,2143.0,170.0,5.0,18.64,Mercedes-Benz,New,5,19.27
Hyundai i10 Magna 1.2 iTech SE,Pune,45275,Petrol,Manual,First,1197.0,78.9,5.0,2.8,Hyundai,i10,8,20.36
Toyota Innova Crysta 2.4 ZX MT,Chennai,48000,Diesel,Manual,First,2393.0,147.8,7.0,20.25,Toyota,Innova,4,13.68
Audi A6 2011-2015 2.0 TDI Technology,Kochi,31652,Diesel,Automatic,First,1968.0,174.33,5.0,26.78,Audi,A6,5,17.68
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,109000,Diesel,Manual,Second,2494.0,100.6,7.0,8.26,Toyota,Innova,10,12.99
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,31978,Petrol,Manual,First,1198.0,73.9,5.0,3.89,Volkswagen,Polo,5,16.47
Maruti Alto K10 LXI,Hyderabad,70000,Petrol,Manual,First,998.0,67.1,5.0,2.1,Maruti,Alto,9,20.92
Honda City i-VTEC CVT ZX,Mumbai,15000,Petrol,Automatic,First,1497.0,117.3,5.0,12.69,Honda,City,3,18.0
Tata Indigo LX,Coimbatore,59138,Diesel,Manual,First,1405.0,70.0,5.0,2.58,Tata,Indigo,7,17.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,61726,Diesel,Automatic,First,1968.0,174.33,5.0,20.77,Audi,A6,6,17.68
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,48000,Diesel,Automatic,First,2143.0,136.0,5.0,20.26,Mercedes-Benz,GLA,5,17.9
Hyundai Santro Xing XL,Chennai,58000,Petrol,Manual,Second,1086.0,,5.0,1.5,Hyundai,Santro,14,
Maruti Swift VDI BSIV,Kolkata,60020,Diesel,Manual,First,1248.0,,5.0,2.5,Maruti,Swift,9,17.8
Maruti Celerio VXI AT,Hyderabad,77815,Petrol,Automatic,First,998.0,67.04,5.0,4.25,Maruti,Celerio,6,23.1
Mercedes-Benz GLE 250d,Hyderabad,29000,Diesel,Automatic,First,2143.0,201.15,5.0,57.0,Mercedes-Benz,GLE,3,17.9
Land Rover Range Rover HSE Dynamic,Delhi,44000,Diesel,Automatic,First,2179.0,187.7,5.0,44.0,Land,Rover,3,12.7
Volkswagen Vento Diesel Trendline,Hyderabad,108626,Diesel,Manual,First,1598.0,103.6,5.0,3.65,Volkswagen,Vento,9,20.54
Maruti Omni 8 Seater BSIV,Hyderabad,71791,Petrol,Manual,First,796.0,35.0,5.0,2.05,Maruti,Omni,8,14.0
Honda Brio 1.2 VX MT,Kochi,91931,Petrol,Manual,First,1198.0,86.8,5.0,3.13,Honda,Brio,8,18.5
Tata Sumo Delux,Hyderabad,158000,Diesel,Manual,Second,2956.0,83.1,7.0,1.5,Tata,Sumo,20,14.07
Tata Indica Vista Aura 1.3 Quadrajet,Pune,91183,Diesel,Manual,First,1248.0,75.0,5.0,2.85,Tata,Indica,8,18.0
Maruti Wagon R LXI BS IV,Delhi,65000,Petrol,Manual,First,998.0,67.1,5.0,2.65,Maruti,Wagon,8,18.9
Mahindra XUV500 W8 4WD,Hyderabad,88428,Diesel,Manual,First,2179.0,140.0,7.0,10.6,Mahindra,XUV500,5,16.0
Tata Indigo LS Dicor,Pune,138000,Diesel,Manual,Second,1396.0,70.0,5.0,1.25,Tata,Indigo,12,17.1
Maruti Ertiga Paseo VXI,Mumbai,18000,Petrol,Manual,First,1373.0,93.7,7.0,8.25,Maruti,Ertiga,2,16.02
Honda Accord 2.4 A/T,Mumbai,60000,Petrol,Automatic,First,2354.0,177.6,5.0,4.45,Honda,Accord,9,11.7
Maruti Swift Dzire VDi,Kolkata,48000,Diesel,Manual,First,1248.0,73.9,5.0,3.7,Maruti,Swift,8,19.3
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,160000,Diesel,Manual,First,1399.0,68.0,5.0,2.8,Ford,Fiesta,11,17.8
Honda City ZX GXi,Kolkata,40000,Petrol,Manual,First,1497.0,78.0,5.0,1.8,Honda,City,12,17.7
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,51495,Diesel,Automatic,First,1968.0,174.33,5.0,21.95,Audi,A6,6,17.68
BMW 6 Series 640d Gran Coupe,Mumbai,30000,Diesel,Automatic,First,2993.0,,4.0,49.0,BMW,6,9,9.52
Audi Q7 45 TDI Quattro Technology,Coimbatore,97430,Diesel,Automatic,First,2967.0,,7.0,62.67,Audi,Q7,3,14.75
Maruti Zen Estilo LXI Green (CNG),Pune,42496,CNG,Manual,First,998.0,67.1,5.0,1.4,Maruti,Zen,12,
Hyundai i20 1.4 CRDi Asta,Pune,83000,Diesel,Manual,First,1396.0,90.0,5.0,5.5,Hyundai,i20,8,23.0
Hyundai i10 Sportz AT,Bangalore,37000,Petrol,Automatic,Third,1197.0,78.9,5.0,2.95,Hyundai,i10,11,16.95
Honda Jazz 1.2 V CVT i VTEC,Kochi,28503,Petrol,Automatic,First,1199.0,88.7,5.0,6.86,Honda,Jazz,4,19.0
Maruti Swift VDI BSIV,Hyderabad,76496,Diesel,Manual,First,1248.0,74.0,5.0,6.15,Maruti,Swift,5,25.2
Hyundai i20 Asta 1.2,Pune,79152,Petrol,Manual,Second,1197.0,82.85,5.0,3.3,Hyundai,i20,9,18.5
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,32000,Petrol,Manual,First,1198.0,73.9,5.0,2.55,Volkswagen,Polo,9,16.47
Maruti Alto LXi,Ahmedabad,35000,Petrol,Manual,First,796.0,46.3,5.0,1.5,Maruti,Alto,11,19.7
Toyota Corolla H4,Chennai,105000,Petrol,Automatic,Second,1794.0,125.0,5.0,2.5,Toyota,Corolla,16,11.3
Maruti Alto LXi,Chennai,56000,Petrol,Manual,Second,796.0,46.3,5.0,1.4,Maruti,Alto,14,19.7
Tata Manza ELAN Quadrajet BS IV,Pune,73000,Diesel,Manual,First,1248.0,88.8,5.0,3.4,Tata,Manza,8,21.12
Maruti Alto LXi,Pune,38000,Petrol,Manual,First,796.0,46.3,5.0,2.25,Maruti,Alto,8,19.7
Toyota Corolla H4,Kolkata,80000,Petrol,Automatic,First,1794.0,125.0,5.0,2.8,Toyota,Corolla,12,11.3
Hyundai i20 Asta Option 1.2,Coimbatore,24973,Petrol,Manual,First,1197.0,81.83,5.0,7.66,Hyundai,i20,4,18.6
Maruti Vitara Brezza LDi,Chennai,45000,Diesel,Manual,First,1248.0,88.5,5.0,7.15,Maruti,Vitara,4,24.3
Honda City 1.5 V MT,Delhi,87430,Petrol,Manual,First,1497.0,118.0,5.0,3.5,Honda,City,10,17.0
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,133944,Diesel,Manual,Second,1248.0,75.0,5.0,3.5,Tata,Indica,6,18.0
Honda Amaze S i-Dtech,Kolkata,57000,Diesel,Manual,First,1498.0,98.6,5.0,3.45,Honda,Amaze,7,25.8
Hyundai EON D Lite Plus,Coimbatore,27904,Petrol,Manual,First,814.0,55.2,5.0,3.55,Hyundai,EON,4,21.1
BMW 3 Series Luxury Line,Kochi,30717,Diesel,Automatic,Second,1995.0,190.0,5.0,25.99,BMW,3,5,21.76
Hyundai Verna 1.6 SX,Bangalore,80000,Diesel,Manual,First,1582.0,126.32,5.0,5.25,Hyundai,Verna,8,22.32
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,47304,Diesel,Manual,First,1248.0,88.8,5.0,2.9,Tata,Manza,7,21.02
Skoda Octavia RS,Jaipur,100000,Petrol,Automatic,First,1984.0,227.0,5.0,2.05,Skoda,Octavia,15,14.45
Maruti Alto K10 VXI,Pune,30000,Petrol,Manual,First,998.0,67.1,5.0,3.75,Maruti,Alto,3,24.07
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,68000,Diesel,Manual,First,1498.0,89.84,5.0,6.75,Ford,Ecosport,6,22.7
Chevrolet Spark 1.0 LS,Kolkata,21000,Petrol,Manual,Second,995.0,62.0,5.0,0.95,Chevrolet,Spark,9,18.0
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,21000,Diesel,Automatic,First,1999.0,177.0,5.0,52.0,Jaguar,XF,3,19.33
Honda CR-V RVi MT,Jaipur,119000,Petrol,Manual,Third,1997.0,141.1,5.0,3.91,Honda,CR-V,13,13.1
Skoda Superb L&K 1.8 TSI AT,Kochi,13747,Petrol,Automatic,First,1798.0,177.46,5.0,27.3,Skoda,Superb,1,14.67
Maruti Swift LDI,Delhi,70000,Diesel,Manual,First,1248.0,74.0,5.0,3.5,Maruti,Swift,7,22.9
Maruti Swift Dzire VXi AT,Mumbai,18000,Petrol,Automatic,First,1197.0,83.14,5.0,6.2,Maruti,Swift,4,18.5
Nissan Micra Diesel XV,Chennai,83000,Diesel,Manual,First,1461.0,63.1,5.0,2.75,Nissan,Micra,9,23.08
Maruti Swift Dzire Tour LDI,Mumbai,130000,Diesel,Manual,First,1248.0,74.0,5.0,3.25,Maruti,Swift,5,23.4
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,63400,Diesel,Manual,First,1399.0,67.0,5.0,3.25,Ford,Fiesta,8,17.8
Maruti Zen LX,Kolkata,65000,Petrol,Manual,First,993.0,60.0,5.0,0.65,Maruti,Zen,17,17.3
Mini Clubman Cooper S,Pune,8350,Petrol,Manual,First,1998.0,192.0,5.0,35.0,Mini,Clubman,3,13.8
Toyota Etios GD,Kolkata,45000,Diesel,Manual,First,1364.0,67.05,5.0,3.25,Toyota,Etios,6,23.59
Maruti Alto 800 2016-2019 LXI,Kolkata,26200,Petrol,Manual,First,796.0,47.3,5.0,2.9,Maruti,Alto,2,24.7
Maruti Alto VXi,Bangalore,11000,Petrol,Manual,Third,796.0,47.0,5.0,2.9,Maruti,Alto,9,18.9
BMW X5 3.0d,Bangalore,90000,Diesel,Automatic,Second,2993.0,,5.0,17.75,BMW,X5,11,11.0
Nissan Teana XV,Mumbai,74000,Petrol,Automatic,Second,2496.0,179.5,5.0,8.25,Nissan,Teana,5,11.07
Hyundai Grand i10 AT Asta,Coimbatore,37081,Petrol,Automatic,First,1197.0,82.0,5.0,5.77,Hyundai,Grand,5,18.9
Maruti Vitara Brezza ZDi Plus,Hyderabad,39000,Diesel,Manual,First,1248.0,88.5,5.0,9.49,Maruti,Vitara,3,24.3
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,99000,Diesel,Automatic,Third,2967.0,,7.0,12.95,Audi,Q7,12,12.07
Mercedes-Benz GLA Class 200 CDI,Chennai,38000,Diesel,Automatic,First,2143.0,136.0,5.0,20.0,Mercedes-Benz,GLA,5,17.9
Maruti 800 AC,Chennai,72000,Petrol,Manual,Third,796.0,37.0,4.0,1.0,Maruti,800,13,16.1
Renault Duster 85PS Diesel RxL,Chennai,93000,Diesel,Manual,Second,1461.0,83.8,5.0,7.1,Renault,Duster,5,20.45
Toyota Corolla Altis D-4D GL,Mumbai,5900,Diesel,Manual,First,1364.0,87.2,5.0,16.5,Toyota,Corolla,3,21.43
Mercedes-Benz New C-Class 220,Chennai,25000,Diesel,Manual,First,2148.0,170.0,5.0,26.0,Mercedes-Benz,New,6,15.8
Maruti Ritz VDi,Hyderabad,68000,Diesel,Manual,Second,1248.0,73.9,5.0,3.2,Maruti,Ritz,10,21.1
Honda BRV i-VTEC V CVT,Kochi,35676,Petrol,Automatic,First,1497.0,117.3,7.0,9.48,Honda,BRV,3,16.0
Hyundai Xcent 1.1 CRDi Base,Kochi,74310,Diesel,Manual,First,1120.0,71.0,5.0,4.0,Hyundai,Xcent,5,24.4
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,59364,Diesel,Automatic,First,2143.0,203.0,5.0,26.5,Mercedes-Benz,E-Class,6,14.21
Mercedes-Benz B Class B180,Kochi,41380,Petrol,Automatic,Second,1595.0,120.7,5.0,11.77,Mercedes-Benz,B,6,14.8
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,33900,Diesel,Automatic,First,2143.0,204.0,5.0,37.0,Mercedes-Benz,E-Class,3,15.0
Honda City i VTEC VX Option,Mumbai,28000,Petrol,Manual,First,1497.0,117.3,5.0,8.75,Honda,City,4,17.8
Hyundai Santro Xing XL eRLX Euro III,Hyderabad,50958,Petrol,Manual,First,1086.0,,5.0,1.95,Hyundai,Santro,13,17.0
Honda City 1.5 S MT,Chennai,93982,Petrol,Manual,First,1497.0,118.0,5.0,3.75,Honda,City,9,17.0
Hyundai Verna Transform VTVT,Pune,95000,Petrol,Manual,First,1599.0,103.2,5.0,2.5,Hyundai,Verna,10,16.2
Jaguar XE Portfolio,Mumbai,9000,Petrol,Automatic,First,1999.0,,5.0,34.5,Jaguar,XE,3,13.5
Honda Amaze S i-Vtech,Delhi,52516,Petrol,Manual,First,1198.0,86.7,5.0,4.65,Honda,Amaze,5,18.0
Mini Cooper Convertible 1.6,Bangalore,20000,Petrol,Automatic,First,1598.0,122.0,4.0,32.0,Mini,Cooper,5,18.86
Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,56451,Diesel,Automatic,First,2987.0,,5.0,62.81,Mercedes-Benz,S,3,13.5
Hyundai EON Magna Plus,Chennai,37000,Petrol,Manual,First,814.0,55.2,5.0,3.25,Hyundai,EON,6,21.1
Maruti Wagon R VXI BS IV,Kolkata,17400,Petrol,Manual,First,998.0,67.04,5.0,3.1,Maruti,Wagon,6,20.51
Maruti Ritz LDi,Coimbatore,90207,Diesel,Manual,First,1248.0,73.9,5.0,3.91,Maruti,Ritz,9,21.1
BMW 3 Series 320d Sedan,Chennai,89616,Diesel,Automatic,First,1995.0,181.0,5.0,11.0,BMW,3,9,16.07
Tata Xenon XT EX 4X2,Pune,85000,Diesel,Manual,First,2179.0,138.03,5.0,3.5,Tata,Xenon,6,13.49
